name,album,release_date,track_number,id,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms
,Fearless (Big Machine Radio Release Special),,13.0,3cAHqw3B2deaHRXV9WrYAA,,0.873,0.796,0.202,0.0,0.17,-14.718,,,0.739,27.0,62665.0
Breathe,Fearless (Big Machine Radio Release Special),11/11/2008,,2dzk2z7MXl0peRhBUsDq4d,spotify:track:2dzk2z7MXl0peRhBUsDq4d,0.37,0.491,0.475,0.0,0.118,-7.405,0.0268,147.988,0.174,50.0,264960.0
Tell Me Why - Commentary,Fearless (Big Machine Radio Release Special),11/11/2008,15.0,1SARZTSJ1YeXgImYzpSxef,spotify:track:1SARZTSJ1YeXgImYzpSxef,0.64,0.689,,0.0,0.356,-12.169,0.928,99.948,0.807,26.0,43075.0
Tell Me Why,Fearless (Big Machine Radio Release Special),11/11/2008,16.0,7bUvIh9rQsboJBXaSIQZAF,spotify:track:7bUvIh9rQsboJBXaSIQZAF,0.0697,,0.851,,0.358,-3.08,0.0394,100.007,0.488,29.0,201533.0
You're Not Sorry - Commentary,Fearless (Big Machine Radio Release Special),11/11/2008,17.0,,spotify:track:1V7nao9bFNvjFrmrnSz19Y,0.783,0.746,,0.0,,-13.099,0.918,62.327,0.668,25.0,81998.0
,Fearless (Big Machine Radio Release Special),11/11/2008,18.0,0ReNbPVMU7jUWqn1yHo9cE,spotify:track:0ReNbPVMU7jUWqn1yHo9cE,0.153,0.469,0.449,,0.112,-4.152,0.0274,133.939,0.285,29.0,263213.0
The Way I Loved You - Commentary,Fearless (Big Machine Radio Release Special),11/11/2008,19.0,7lzMAvyDZyZm1hPMLpfIXy,spotify:track:7lzMAvyDZyZm1hPMLpfIXy,0.873,0.823,0.25,0.0,,,0.937,111.601,0.767,25.0,44283.0
,Fearless (Big Machine Radio Release Special),,20.0,54ziHHVIBJg3YJ9sn17mEy,spotify:track:54ziHHVIBJg3YJ9sn17mEy,0.0339,,0.727,0.0,,-3.682,0.033,160.989,0.41,34.0,245426.0
Forever & Always - Commentary,Fearless (Big Machine Radio Release Special),,21.0,57USOybNwyjN8ZUZLm9hra,spotify:track:57USOybNwyjN8ZUZLm9hra,,0.702,0.251,,,,0.939,67.722,0.715,25.0,73900.0
Forever & Always,Fearless (Big Machine Radio Release Special),11/11/2008,22.0,5VHdgl9hFUmabiCO5jeISv,spotify:track:5VHdgl9hFUmabiCO5jeISv,0.0799,,0.826,0.0,0.189,-4.974,0.0557,128.052,0.486,30.0,226306.0
The Best Day - Commentary,Fearless (Big Machine Radio Release Special),,23.0,2MzoTHyQgopGUL8ABcOAyr,,0.773,0.643,,,0.4,-12.174,0.905,84.469,0.697,25.0,
The Best Day,Fearless (Big Machine Radio Release Special),11/11/2008,24.0,0ck1qErO76fM9xKxuSeqDk,spotify:track:0ck1qErO76fM9xKxuSeqDk,0.622,0.666,0.449,1.92e-06,0.149,-8.569,0.029,,,42.0,246320.0
Change - Commentary,,11/11/2008,25.0,1NTxT72xu3GkYq5wIq0RG5,,0.625,0.772,0.334,0.0,0.372,-11.779,0.865,78.855,0.54,25.0,47438.0
,Fearless (Big Machine Radio Release Special),11/11/2008,26.0,6nIUWFgMly8cdh32SbnhiR,spotify:track:6nIUWFgMly8cdh32SbnhiR,0.00434,0.541,0.757,0.0,0.112,-4.212,,96.0,0.207,27.0,280240.0
Fearless - Instrumental with BGV,Fearless (Karaoke Version),11/11/2008,1.0,,spotify:track:5Gz9GFSwHObbmjSRHgTphe,0.00224,0.536,0.671,,0.133,-5.934,0.0263,100.055,0.373,11.0,245106.0
Fifteen - Instrumental with BGV,Fearless (Karaoke Version),,2.0,2p2iPBELfsen9imWH0NkId,spotify:track:2p2iPBELfsen9imWH0NkId,0.0046,,0.641,,0.127,-8.717,0.0285,191.014,0.243,4.0,298106.0
,Fearless (Karaoke Version),11/11/2008,3.0,,spotify:track:2GZNZLMvT3gjCEPd6NNvvQ,0.0189,0.61,0.753,0.487,0.108,,0.0315,119.036,0.172,,239120.0
Hey Stephen - Instrumental with BGV,Fearless (Karaoke Version),11/11/2008,4.0,0wN94hAOTCu4Vv4TCbhVZD,spotify:track:0wN94hAOTCu4Vv4TCbhVZD,0.00961,0.755,0.571,0.251,0.0675,,0.0538,116.038,0.965,4.0,264106.0
White Horse - Instrumental with BGV,Fearless (Karaoke Version),11/11/2008,5.0,3t5kblMAefsRy9O9vOjkR4,spotify:track:3t5kblMAefsRy9O9vOjkR4,0.24,0.392,0.356,0.361,0.0991,-11.235,0.0332,185.714,0.239,4.0,
You Belong With Me - Instrumental with BGV,Fearless (Karaoke Version),11/11/2008,6.0,02DtaJ6ADr4uQJbKEdpxxj,spotify:track:02DtaJ6ADr4uQJbKEdpxxj,,0.677,,0.76,0.104,-6.6,0.0346,130.004,0.221,10.0,
"Breathe - Instrumental only, no BV",Fearless (Karaoke Version),11/11/2008,7.0,,,0.0815,0.585,0.469,0.723,0.157,,0.0271,73.988,0.218,5.0,
Tell Me Why - Instrumental with BGV,Fearless (Karaoke Version),,,42WE7fJI5dYoa10luMp3Na,spotify:track:42WE7fJI5dYoa10luMp3Na,0.00159,0.55,,0.799,0.392,-5.727,0.0294,100.042,0.631,3.0,209320.0
You're Not Sorry - Instrumental with BGV,Fearless (Karaoke Version),11/11/2008,9.0,6hABNvvhdtvcJNShuWhguU,spotify:track:6hABNvvhdtvcJNShuWhguU,,0.482,0.415,0.0032,0.0846,-6.354,0.0291,134.112,0.205,3.0,265106.0
The Way I Loved You - Instrumental with BGV,Fearless (Karaoke Version),11/11/2008,10.0,1e380XUelS0g4AyrUfHKHL,spotify:track:1e380XUelS0g4AyrUfHKHL,0.00135,0.461,0.679,0.0414,,-5.597,0.0306,,0.301,6.0,248120.0
Forever & Always - Instrumental with BGV,,11/11/2008,11.0,3T7zAF5sfNq0blGbz21TTa,spotify:track:3T7zAF5sfNq0blGbz21TTa,0.000853,0.603,,0.53,0.107,-6.56,0.0357,127.996,0.435,4.0,237053.0
The Best Day - Instrumental with BGV,Fearless (Karaoke Version),11/11/2008,12.0,0sxxlg7d2UZ60TdtcuKYZ0,spotify:track:0sxxlg7d2UZ60TdtcuKYZ0,0.441,,0.627,0.628,,-11.901,,126.02,0.454,3.0,249106.0
Change - Instrumental with BGV,Fearless (Karaoke Version),11/11/2008,,6D0MZbrShD5AK8P2Ig6bow,spotify:track:6D0MZbrShD5AK8P2Ig6bow,2.47e-05,0.515,,0.629,0.131,-5.518,0.031,96.012,0.177,,280000.0
Fearless - Instrumental with BGV,Fearless Karaoke,11/11/2008,1.0,1ReKQQQEroKx3MMU0KaQoi,spotify:track:1ReKQQQEroKx3MMU0KaQoi,,,0.657,,0.322,-6.031,0.0263,,0.383,10.0,246653.0
Fifteen - Instrumental with BGV,Fearless Karaoke,11/11/2008,2.0,3h96cE8WodfMonauQOhltu,spotify:track:3h96cE8WodfMonauQOhltu,0.00503,0.524,0.643,0.318,0.129,-8.768,0.0258,95.449,0.23,,298693.0
Love Story - Instrumental with BGV,Fearless Karaoke,11/11/2008,3.0,6S9ZMuyJ6spObHDcTJOYlI,,0.0161,0.61,0.735,0.495,0.0865,-5.859,0.0315,119.038,0.155,10.0,239466.0
Hey Stephen - Instrumental with BGV,Fearless Karaoke,,4.0,3Uown9ZvhJcCBJBHOXRRhS,spotify:track:3Uown9ZvhJcCBJBHOXRRhS,0.0116,0.757,0.57,0.355,0.0695,-9.281,0.0551,,0.966,4.0,259226.0
White Horse - Instrumental with BGV,Fearless Karaoke,11/11/2008,5.0,3L84WEUYuc6Vryfi4Fd85j,spotify:track:3L84WEUYuc6Vryfi4Fd85j,0.235,0.374,0.352,0.58,0.103,-11.242,0.0336,,0.24,5.0,238613.0
You Belong With Me - Instrumental with BGV,,,,53PbrK3xHCahLA67KbR1Ck,spotify:track:53PbrK3xHCahLA67KbR1Ck,0.00615,0.667,0.741,,0.124,-6.584,,129.995,0.2,10.0,237386.0
"Breathe - Instrumental only, no BV",Fearless Karaoke,11/11/2008,7.0,,spotify:track:4Hk2aNSkhB6Y8jsJtrAjxa,0.0746,0.582,0.469,0.833,0.107,,0.027,,0.224,,268013.0
Tell Me Why - Instrumental with BGV,Fearless Karaoke,11/11/2008,8.0,7qZk0GASFHvIg5dB0nc6LI,spotify:track:7qZk0GASFHvIg5dB0nc6LI,0.00104,0.551,0.848,0.738,0.36,-5.722,0.0294,100.037,0.659,,204346.0
You're Not Sorry - Instrumental with BGV,Fearless Karaoke,11/11/2008,9.0,022VobQaEUvn0YWqYf97HA,spotify:track:022VobQaEUvn0YWqYf97HA,0.0105,0.457,0.417,0.00284,0.0996,-6.381,0.028,,0.184,4.0,264893.0
The Way I Loved You - Instrumental with BGV,Fearless Karaoke,11/11/2008,10.0,0j42731ciU2x6LW4PJRnEv,spotify:track:0j42731ciU2x6LW4PJRnEv,0.00163,0.466,0.704,,0.112,-5.635,0.0313,,0.333,6.0,246400.0
Forever & Always - Instrumental with BGV,Fearless Karaoke,,11.0,72PDdE0cAdmGxhMbrqG0PI,spotify:track:72PDdE0cAdmGxhMbrqG0PI,0.000549,0.593,0.762,0.387,0.109,-6.464,,128.032,0.475,5.0,228520.0
The Best Day - Instrumental with BGV,Fearless Karaoke,,12.0,3qcGsGTSDQYdy9xoMFj0YM,spotify:track:3qcGsGTSDQYdy9xoMFj0YM,0.448,0.61,0.625,0.667,0.158,,,126.036,0.424,4.0,250026.0
,Fearless Karaoke,11/11/2008,,3lNRE17Ba1Verccqe2h6td,spotify:track:3lNRE17Ba1Verccqe2h6td,2.54e-05,0.523,0.706,0.627,0.118,-5.518,0.0307,96.025,0.179,,280040.0
,Fearless (Platinum Edition),11/11/2008,1.0,6WWvcA62QlnRguluWAk6bv,spotify:track:6WWvcA62QlnRguluWAk6bv,0.111,0.618,0.687,0.0,0.0693,-5.737,,79.991,0.82,,237066.0
Untouchable,Fearless (Platinum Edition),,2.0,6ovFJkdau79DuXEvQjPaNH,,0.0583,0.419,0.454,,0.0974,-6.809,0.0335,200.017,,46.0,311040.0
Forever & Always - Piano Version,Fearless (Platinum Edition),11/11/2008,3.0,13MAWVUSkbGMUi6I7RowRK,spotify:track:13MAWVUSkbGMUi6I7RowRK,,0.592,,0.0,0.116,-10.785,0.0347,118.929,0.294,45.0,267506.0
Come In With The Rain,Fearless (Platinum Edition),11/11/2008,,0cEG04R5cldkTLzK6phlcn,spotify:track:0cEG04R5cldkTLzK6phlcn,0.0961,,0.461,2.47e-06,0.24,,0.0256,143.94,0.23,44.0,238093.0
SuperStar,Fearless (Platinum Edition),11/11/2008,5.0,0XfTh16YcKPzdxMPTeKTAq,spotify:track:0XfTh16YcKPzdxMPTeKTAq,,0.61,0.531,,0.351,-6.123,0.0239,85.979,0.228,43.0,261453.0
The Other Side Of The Door,,11/11/2008,6.0,1yDJcXc549N6AabNBzFAku,spotify:track:1yDJcXc549N6AabNBzFAku,0.169,0.476,0.816,0.0,0.238,-4.279,0.0347,163.847,0.469,43.0,
Fearless,Fearless (Platinum Edition),11/11/2008,,2okho7vU7Nsq1UZD0kgIMi,spotify:track:2okho7vU7Nsq1UZD0kgIMi,0.0364,0.598,,1.04e-06,0.31,-4.397,,99.979,0.467,47.0,242000.0
,Fearless (Platinum Edition),11/11/2008,8.0,5Ora3Ish2A1JN5veGYTxhw,spotify:track:5Ora3Ish2A1JN5veGYTxhw,0.0728,0.559,0.636,0.0,0.144,,0.0263,95.485,0.214,45.0,294346.0
Love Story,Fearless (Platinum Edition),,9.0,5hnJCRSo4pxRsaEwT9YusG,spotify:track:5hnJCRSo4pxRsaEwT9YusG,0.157,0.618,0.736,0.0,0.073,-3.937,0.0308,118.982,0.307,59.0,235280.0
,Fearless (Platinum Edition),11/11/2008,10.0,3CI1f4yLwdHzcUnH7o0Xyh,spotify:track:3CI1f4yLwdHzcUnH7o0Xyh,0.168,,0.553,2.66e-06,0.107,-7.348,0.0317,115.997,0.825,47.0,254320.0
White Horse,,11/11/2008,11.0,5yKB8qcTSflDercM2PXwot,spotify:track:5yKB8qcTSflDercM2PXwot,0.302,0.585,0.346,0.0,0.102,,0.0256,92.564,0.195,43.0,234440.0
You Belong With Me,Fearless (Platinum Edition),11/11/2008,,4kgTdThcDHfuDS2kKxB7Lc,spotify:track:4kgTdThcDHfuDS2kKxB7Lc,0.164,0.687,0.771,2.46e-05,,-4.424,0.0384,129.964,0.445,59.0,231146.0
Breathe,Fearless (Platinum Edition),11/11/2008,13.0,,spotify:track:23qIWGhpwvDgC23TyZOUck,0.373,0.498,0.486,,0.113,-7.384,0.0273,147.952,0.17,,263986.0
Tell Me Why,Fearless (Platinum Edition),11/11/2008,14.0,,spotify:track:4x7Gxk2GfwZJcqpoVT1PbR,0.0606,0.601,,3.41e-06,0.37,-3.096,0.0386,100.015,0.513,45.0,200560.0
You're Not Sorry,Fearless (Platinum Edition),11/11/2008,,3JhvYnOfKLJuWC7jEU0GmJ,spotify:track:3JhvYnOfKLJuWC7jEU0GmJ,0.13,0.459,0.459,2.3e-06,0.113,-4.126,0.0275,134.018,0.281,47.0,261800.0
The Way I Loved You,Fearless (Platinum Edition),11/11/2008,16.0,4pEZUytwBzha5Un6m3SCFf,spotify:track:4pEZUytwBzha5Un6m3SCFf,0.0322,0.436,0.712,0.0,0.111,-3.689,0.0329,160.886,0.379,54.0,244240.0
Forever & Always,Fearless (Platinum Edition),11/11/2008,17.0,3NKCWBT2uKp8rxSkcvIrdX,spotify:track:3NKCWBT2uKp8rxSkcvIrdX,0.0907,,,0.0,0.106,-4.993,0.0549,,0.514,,225333.0
,Fearless (Platinum Edition),11/11/2008,18.0,7CjuAoOiSrwWv7wJonAUmw,spotify:track:7CjuAoOiSrwWv7wJonAUmw,0.611,0.664,,,,-8.535,0.0292,126.079,0.364,42.0,
Change,Fearless (Platinum Edition),11/11/2008,19.0,3gFaNwyiafgUoQhR0pHYA9,spotify:track:3gFaNwyiafgUoQhR0pHYA9,0.00471,0.548,0.756,0.0,0.117,,0.036,96.038,0.224,44.0,281053.0
Jump Then Fall,,11/11/2008,1.0,08gavXombT6KR0af88i9tA,spotify:track:08gavXombT6KR0af88i9tA,0.111,0.618,0.687,0.0,0.0693,-5.737,0.0271,79.991,0.82,46.0,237066.0
Untouchable,Fearless Platinum Edition,11/11/2008,2.0,2IZ00ed83ygPIiacYScWUE,spotify:track:2IZ00ed83ygPIiacYScWUE,,0.419,0.454,3.78e-06,,-6.809,0.0335,200.017,0.288,45.0,311040.0
Forever & Always - Piano Version,Fearless Platinum Edition,11/11/2008,3.0,46HGgtwmmuEB8mvDCyjyAc,spotify:track:46HGgtwmmuEB8mvDCyjyAc,,,0.16,0.0,0.116,-10.785,0.0347,118.929,0.294,45.0,
Come In With The Rain,Fearless Platinum Edition,11/11/2008,4.0,4pl5zcqCv4vc3cB7M4MZ6f,spotify:track:4pl5zcqCv4vc3cB7M4MZ6f,0.0868,0.527,0.475,,,-6.205,0.0258,143.962,0.224,45.0,238106.0
SuperStar,Fearless Platinum Edition,11/11/2008,5.0,14Bljc3pOOG0xQX3wqhLN9,spotify:track:14Bljc3pOOG0xQX3wqhLN9,0.367,0.61,0.531,0.0,0.351,-6.123,,85.979,0.228,43.0,261453.0
The Other Side Of The Door,Fearless Platinum Edition,11/11/2008,6.0,,spotify:track:0xvsgzM8AtBtRHZm5rav8A,0.169,,0.816,0.0,0.238,-4.279,0.0347,163.847,0.469,44.0,237600.0
Fearless,Fearless Platinum Edition,,7.0,3F6czr26ZwGU5O5CHY04Ma,spotify:track:3F6czr26ZwGU5O5CHY04Ma,0.0364,0.598,,1.04e-06,0.31,-4.397,0.0273,99.979,0.467,47.0,242000.0
Fifteen,Fearless Platinum Edition,11/11/2008,,3M0w3fhdXByHLCNAoi5c9G,spotify:track:3M0w3fhdXByHLCNAoi5c9G,0.0728,0.559,,0.0,0.144,-4.4,0.0263,95.485,,,294346.0
Love Story,Fearless Platinum Edition,11/11/2008,9.0,0kN3oXYWWAk1uC0y2WoyOE,spotify:track:0kN3oXYWWAk1uC0y2WoyOE,0.157,,0.736,0.0,0.073,-3.937,0.0308,118.982,0.307,52.0,235280.0
Hey Stephen,Fearless Platinum Edition,11/11/2008,10.0,,,,0.843,,2.66e-06,0.107,-7.348,0.0317,115.997,0.825,45.0,254320.0
White Horse,,11/11/2008,11.0,4jPtq9shRdUv8Zjr0a5xkD,spotify:track:4jPtq9shRdUv8Zjr0a5xkD,0.302,0.585,0.346,0.0,0.102,-8.014,0.0256,92.564,0.195,46.0,234440.0
You Belong With Me,Fearless Platinum Edition,11/11/2008,12.0,3as6Wz3mwbTnusWhZjTUNr,spotify:track:3as6Wz3mwbTnusWhZjTUNr,0.164,0.687,0.771,2.46e-05,0.112,-4.424,0.0384,129.964,0.445,,231146.0
Breathe,Fearless Platinum Edition,,,6S9G7J3EB1ZY0rrZPwsBg5,spotify:track:6S9G7J3EB1ZY0rrZPwsBg5,0.373,0.498,0.486,0.0,0.113,-7.384,0.0273,147.952,,46.0,263986.0
Tell Me Why,Fearless Platinum Edition,11/11/2008,14.0,4XrP7vKBjKLEYlRZdb0Ygr,spotify:track:4XrP7vKBjKLEYlRZdb0Ygr,0.0606,0.601,0.852,3.41e-06,0.37,,,,0.513,43.0,200560.0
You're Not Sorry,Fearless Platinum Edition,11/11/2008,15.0,6HWYtS215rxaaMjvpyG18W,spotify:track:6HWYtS215rxaaMjvpyG18W,0.13,0.459,0.459,2.3e-06,0.113,-4.126,,134.018,,44.0,261800.0
The Way I Loved You,Fearless Platinum Edition,11/11/2008,16.0,,spotify:track:77VotUUL79U10TAnYdqwvr,0.0322,0.436,0.712,0.0,0.111,-3.689,0.0329,160.886,0.379,46.0,244240.0
Forever & Always,,11/11/2008,17.0,1zxrcAk6eiytfavqriMcKT,spotify:track:1zxrcAk6eiytfavqriMcKT,0.0907,0.605,0.829,0.0,0.106,,0.0549,128.012,0.514,45.0,225333.0
The Best Day,,11/11/2008,18.0,5YbZZ2gYfvW1UvHHF4pVaD,spotify:track:5YbZZ2gYfvW1UvHHF4pVaD,0.611,0.664,0.447,1e-06,0.139,-8.535,0.0292,126.079,0.364,43.0,245346.0
Change,,11/11/2008,19.0,0RdcBnAXyH2YZZvcBVu2k6,spotify:track:0RdcBnAXyH2YZZvcBVu2k6,0.00471,0.548,0.756,0.0,0.117,-4.175,0.036,96.038,,42.0,281053.0
Love Story - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,6/28/2008,1.0,4RBKAqJ3qyvvriDG0s9IJ3,spotify:track:4RBKAqJ3qyvvriDG0s9IJ3,0.659,0.741,0.444,0.0,,-7.031,0.0311,119.006,0.512,37.0,
Fearless - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,6/28/2008,2.0,5g7RMU3cV7zXWH244BLe7G,spotify:track:5g7RMU3cV7zXWH244BLe7G,0.814,0.623,0.266,0.0,0.145,-5.894,0.026,,0.467,36.0,198247.0
Beautiful Eyes - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,6/28/2008,3.0,,,0.596,0.627,0.704,0.0,,-3.739,0.0269,98.958,0.457,38.0,176316.0
,Live From Clear Channel Stripped 2008,6/28/2008,4.0,4MbHDiHQjhmoVAV75G04Ql,spotify:track:4MbHDiHQjhmoVAV75G04Ql,0.856,,,0.0,0.0927,-9.235,0.0418,102.404,0.331,32.0,222959.0
Teardrops On My Guitar - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,6/28/2008,5.0,4DjevQhsPWULcondN4mRh5,spotify:track:4DjevQhsPWULcondN4mRh5,0.664,0.344,0.801,0.0,0.106,,0.0574,204.489,0.615,33.0,196346.0
Picture To Burn - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,6/28/2008,6.0,7EvU9pRoJ9Xs7anx0P7tEc,,,0.647,0.872,0.0,0.419,-1.953,0.0524,105.798,,32.0,173899.0
Should've Said No - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,6/28/2008,7.0,5a9hUL6ZuiagZhazwrtwHF,spotify:track:5a9hUL6ZuiagZhazwrtwHF,0.399,0.429,0.808,,0.0884,-3.004,0.0677,171.537,0.438,33.0,228473.0
Change - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,,8.0,69o9kr9UexjzeZDE8yD8dQ,spotify:track:69o9kr9UexjzeZDE8yD8dQ,0.156,0.243,0.712,0.0,,-4.307,0.0577,202.319,0.273,31.0,258487.0
Fearless,Fearless,1/1/2008,1.0,3SBGfIPUVlqt1YGxgZXoJ9,,0.0365,0.591,,0.0,0.307,-4.376,0.0279,100.036,0.442,31.0,243093.0
Fifteen,Fearless,1/1/2008,2.0,3MXzl6hq3vSqB8ZlKVGkRi,spotify:track:3MXzl6hq3vSqB8ZlKVGkRi,0.0647,0.559,0.627,0.0,0.137,-4.469,0.0264,,0.204,33.0,
Love Story,Fearless,1/1/2008,3.0,7bad461siaxECNlaYsmIo6,spotify:track:7bad461siaxECNlaYsmIo6,,,0.738,0.0,0.0769,-3.941,0.0311,118.994,0.3,49.0,236253.0
Hey Stephen,Fearless,1/1/2008,4.0,4T6pHxntdd0SZrjKtt8nfM,spotify:track:4T6pHxntdd0SZrjKtt8nfM,0.176,,0.554,3.49e-06,0.0911,-7.355,0.0317,116.009,0.805,,
White Horse,,1/1/2008,5.0,5GEPI2EfHqf6G1Ebibo5C5,spotify:track:5GEPI2EfHqf6G1Ebibo5C5,0.286,0.581,0.342,0.0,0.101,-8.022,,92.166,0.212,31.0,235400.0
,,,,3OaBCFROgrLRbZGCFP6E3M,spotify:track:3OaBCFROgrLRbZGCFP6E3M,0.157,0.687,0.755,1.09e-05,0.093,-4.426,0.0385,129.973,,51.0,232120.0
Breathe,Fearless,,7.0,0ykAwrzigpz5BACbaUyDm3,spotify:track:0ykAwrzigpz5BACbaUyDm3,0.377,0.497,0.48,0.0,0.118,-7.374,,147.96,0.169,28.0,264946.0
Tell Me Why,Fearless,1/1/2008,8.0,4xUskJSjCmC0kSi3JmjiIz,spotify:track:4xUskJSjCmC0kSi3JmjiIz,0.0542,0.603,0.839,,0.353,-3.111,0.0384,100.074,0.49,24.0,201533.0
You're Not Sorry,Fearless,1/1/2008,9.0,5kCqMXvv33WEcpb3Xvx1FZ,,0.166,0.478,,1.79e-06,0.114,-4.153,,133.932,0.273,26.0,263200.0
,Fearless,1/1/2008,10.0,4ONlmL2EYEryaJzmh9fG1o,spotify:track:4ONlmL2EYEryaJzmh9fG1o,0.0322,0.446,0.705,,0.11,-3.706,0.0335,160.933,0.416,34.0,245426.0
Forever & Always,Fearless,1/1/2008,11.0,30oulfBS2vZcq1wQZPXlQo,spotify:track:30oulfBS2vZcq1wQZPXlQo,0.0871,0.604,0.828,0.0,0.106,-4.976,0.0629,,0.515,28.0,226293.0
The Best Day,Fearless,1/1/2008,12.0,6LAIapZk9Ozzhau5gBDNmi,spotify:track:6LAIapZk9Ozzhau5gBDNmi,0.636,0.665,0.445,3.71e-06,0.131,-8.519,0.0288,126.093,0.402,24.0,246320.0
Change,Fearless,1/1/2008,13.0,4BuxFaXa4RblrdN57lWN6d,spotify:track:4BuxFaXa4RblrdN57lWN6d,0.00414,0.541,0.753,0.0,0.111,-4.24,0.0373,95.953,0.219,21.0,280533.0
Tim McGraw,Taylor Swift,10/24/2006,1.0,2Fn01AIMyHbha2ceNQeOqw,spotify:track:2Fn01AIMyHbha2ceNQeOqw,0.575,0.58,0.491,0.0,0.121,-6.462,0.0251,76.009,0.425,52.0,232106.0
Picture To Burn,Taylor Swift,10/24/2006,2.0,4BYejINgfZF0qKDMEH2cim,spotify:track:4BYejINgfZF0qKDMEH2cim,0.173,0.658,0.877,0.0,0.0962,-2.098,,105.586,0.821,58.0,173066.0
Teardrops On My Guitar - Radio Single Remix,Taylor Swift,,,2TF4UtYreqNbQ6Z9AccldU,spotify:track:2TF4UtYreqNbQ6Z9AccldU,0.288,,0.417,0.0,0.119,-6.941,0.0231,99.953,,60.0,203040.0
A Place in this World,,10/24/2006,4.0,,spotify:track:1oR4MUBpyNrAViC8wPNpfm,0.051,0.576,0.777,0.0,0.32,-2.881,0.0324,,,52.0,199200.0
Cold As You,Taylor Swift,,5.0,569sXXQ7t0jSdqHooi2yqs,spotify:track:569sXXQ7t0jSdqHooi2yqs,0.217,0.418,0.482,0.0,0.123,,0.0266,175.558,,53.0,239013.0
The Outside,Taylor Swift,10/24/2006,6.0,5Tj2MqcFMf60CaGsKbM1aq,spotify:track:5Tj2MqcFMf60CaGsKbM1aq,0.00491,0.589,0.805,,0.24,-4.055,,112.982,0.591,51.0,207106.0
Tied Together with a Smile,,10/24/2006,7.0,2zzxwmoOBnXDT0KnJsoIWk,spotify:track:2zzxwmoOBnXDT0KnJsoIWk,,,,0.0,0.0841,,0.0294,146.165,0.192,50.0,248106.0
Stay Beautiful,Taylor Swift,10/24/2006,8.0,,spotify:track:41sjzdjScVwnxnxADElts6,0.0868,0.594,0.629,0.0,0.137,-4.919,,,0.504,50.0,
Should've Said No,Taylor Swift,10/24/2006,9.0,6CdaXOq1MWe2JHDalTG01d,spotify:track:6CdaXOq1MWe2JHDalTG01d,,0.476,0.777,,0.196,-3.771,,167.964,0.472,58.0,242200.0
Mary's Song (Oh My My My),,10/24/2006,,2O8sogKJCfVZ4rotBv1vVF,spotify:track:2O8sogKJCfVZ4rotBv1vVF,0.0177,0.403,0.627,0.0,0.182,-5.28,0.0292,74.9,0.374,52.0,213080.0
Our Song,Taylor Swift,10/24/2006,11.0,1j6gmK6u4WNI33lMZ8dC1s,spotify:track:1j6gmK6u4WNI33lMZ8dC1s,0.111,0.668,0.672,0.0,0.329,-4.931,0.0303,89.011,0.539,59.0,201106.0
I'm Only Me When I'm With You,Taylor Swift,10/24/2006,,,spotify:track:7CzxXgQXurKZCyHz9ufbo1,0.00452,0.563,0.934,0.000807,0.103,,0.0646,143.964,0.518,53.0,213053.0
Invisible,Taylor Swift,10/24/2006,,1k3PzDNjg38cWqOvL4M9vq,,0.637,0.612,0.394,0.0,0.147,-5.723,0.0243,96.001,0.233,51.0,203226.0
A Perfectly Good Heart,Taylor Swift,,14.0,0YgHuReCSPwTXYny7isLja,spotify:track:0YgHuReCSPwTXYny7isLja,0.00349,0.483,0.751,0.0,0.128,,0.0365,156.092,0.268,50.0,220146.0
Teardrops on My Guitar - Pop Version,Taylor Swift,10/24/2006,15.0,1hxLyjC9D9Jpw6EAPKqWv4,,0.0402,0.459,0.753,0.0,0.0863,-3.827,0.0537,199.997,0.483,51.0,179066.0
Tim McGraw,Taylor Swift,10/24/2006,,0Om9WAB5RS09L80DyOfTNa,spotify:track:0Om9WAB5RS09L80DyOfTNa,0.575,,0.491,0.0,0.121,,0.0251,,0.425,64.0,232106.0
Picture To Burn,Taylor Swift,10/24/2006,2.0,32mVHdy0bi1XKgr0ajsBlG,spotify:track:32mVHdy0bi1XKgr0ajsBlG,0.173,0.658,0.877,0.0,0.0962,-2.098,0.0323,105.586,0.821,67.0,
Teardrops On My Guitar - Radio Single Remix,Taylor Swift,10/24/2006,3.0,7zMcNqs55Mxer82bvZFkpg,spotify:track:7zMcNqs55Mxer82bvZFkpg,0.288,0.621,0.417,0.0,0.119,-6.941,0.0231,99.953,0.289,66.0,203040.0
A Place in this World,Taylor Swift,,,,,0.051,0.576,,0.0,0.32,-2.881,0.0324,115.028,0.428,55.0,199200.0
Cold As You,Taylor Swift,10/24/2006,5.0,7an1exwMnfYRcdVQm0yDev,spotify:track:7an1exwMnfYRcdVQm0yDev,,,0.482,0.0,0.123,-5.769,0.0266,175.558,0.261,,239013.0
